5111A0;.71752316
511200;.51007831
512100;.65444905
512200;.77390689
515100;.67252171
515200;.80406183
516110;.55733734
517000;.68743473
518100;.62609279
518200;.51273835
519100;.44116649
522A00;.57900244
523000;.50116605
524200;.53981453
525000;.87858087
52A000;.52351934
531000;.74242216
532100;.69691885
532230;.67607832
532400;.64364862
532A00;.49870735
533000;.90808338
541100;.38108373
541200;.33951858
541300;.44981578
541400;.53192854
541511;.31757855
541512;.48699132
54151A;.40091646
541610;.44712475
5416A0;.44920504
541700;.45047271
541800;.45431256
541920;.65075761
541940;.60367233
5419A0;.63181263
550000;.42095262
561100;.4228794
561200;.48435202
561300;.18560964
561400;.47936553
561500;.51509118
561600;.33773789
561700;.53617507
561900;.50827062
562000;.60122067
611100;.43598178
611A00;.48124266
611B00;.50364113
621600;.31855956
621A00;.41831934
621B00;.47802407
622000;.45859215
623000;.36779356
624200;.50792772
624400;.51692373
624A00;.44401512
711100;.60164362
711200;.49197653
711500;.56908911
711A00;.71296024
712000;.51727247
713940;.58390939
713950;.60359347
713A00;.38233691
713B00;.59095961
7211A0;.57057983
721A00;.43063825
722000;.54961288
811192;.57644022
8111A0;.56664461
811200;.44976014
811300;.45857841
811400;.54567897
812100;.52215177
812200;.5939399
812300;.41306958
812900;.70319122
813100;.56429619
813A00;.61093158
813B00;.66144139
S00101;.53336984
S00102;.282361
S00202;.56862825
S00203;.69238323
S00500;.50290912
S00700;.38684484
S00800;1
